VOTER,SINGER,SCORE,,,,,,,,
Latvia,Estonia,8,8,,,,latvia,estonia,8,"""latvia"": {""estonia"":8.3,},"
Latvia,F.Y.R. Macedonia,0,0,,,,latvia,f.y.r. macedonia,0,"""latvia"": {""f.y.r. macedonia"":0,},"
Latvia,Finland,1,1,,,,latvia,finland,1,"""latvia"": {""finland"":1.3,},"
Latvia,France,1,1,,,,latvia,france,1,"""latvia"": {""france"":1.4,},"
Latvia,Georgia,3,3,,,,latvia,georgia,3,"""latvia"": {""georgia"":2.8,},"
Latvia,Germany,3,3,,,,latvia,germany,3,"""latvia"": {""germany"":2.7,},"
Latvia,Greece,1,1,,,,latvia,greece,1,"""latvia"": {""greece"":0.7,},"
Latvia,Hungary,2,2,,,,latvia,hungary,2,"""latvia"": {""hungary"":1.5,},"
Latvia,Iceland,2,2,,,,latvia,iceland,2,"""latvia"": {""iceland"":1.8,},"
Latvia,Ireland,2,2,,,,latvia,ireland,2,"""latvia"": {""ireland"":2.1,},"
Latvia,Israel,1,1,,,,latvia,israel,1,"""latvia"": {""israel"":0.6,},"
Latvia,Italy,3,3,,,,latvia,italy,3,"""latvia"": {""italy"":3,},"
Latvia,Lithuania,6,6,,,,latvia,lithuania,6,"""latvia"": {""lithuania"":6.1,},"
Latvia,Malta,3,3,,,,latvia,malta,3,"""latvia"": {""malta"":2.5,},"
Latvia,Moldova,1,1,,,,latvia,moldova,1,"""latvia"": {""moldova"":1,},"
Latvia,Montenegro,0,0,,,,latvia,montenegro,0,"""latvia"": {""montenegro"":0,},"
Latvia,Norway,5,5,,,,latvia,norway,5,"""latvia"": {""norway"":4.7,},"
Latvia,Poland,2,2,,,,latvia,poland,2,"""latvia"": {""poland"":1.6,},"
Latvia,Portugal,1,1,,,,latvia,portugal,1,"""latvia"": {""portugal"":1.2,},"
Latvia,Romania,0,0,,,,latvia,romania,0,"""latvia"": {""romania"":0.4,},"
Latvia,Russia,8,8,,,,latvia,russia,8,"""latvia"": {""russia"":7.9,},"
Latvia,San Marino,0,0,,,,latvia,san marino,0,"""latvia"": {""san marino"":0,},"
Latvia,Serbia,1,1,,,,latvia,serbia,1,"""latvia"": {""serbia"":1.3,},"
Latvia,Slovenia,1,1,,,,latvia,slovenia,1,"""latvia"": {""slovenia"":1.2,},"
Latvia,Spain,1,1,,,,latvia,spain,1,"""latvia"": {""spain"":0.9,},"
Latvia,Sweden,4,4,,,,latvia,sweden,4,"""latvia"": {""sweden"":3.9,},"
Latvia,Switzerland,3,3,,,,latvia,switzerland,3,"""latvia"": {""switzerland"":2.5,},"
Latvia,The Netherlands,2,2,,,,latvia,the netherlands,2,"""latvia"": {""the netherlands"":2,},"
Latvia,Turkey,0,0,,,,latvia,turkey,0,"""latvia"": {""turkey"":0.2,},"
Latvia,U.K.,2,2,,,,latvia,u.k.,2,"""latvia"": {""u.k."":1.6,},"
Latvia,Ukraine,6,6,,,,latvia,ukraine,6,"""latvia"": {""ukraine"":5.9,},"
Lithuania,Lithuania,-1,-1,,,,lithuania,lithuania,-1,"""lithuania"": {""lithuania"":-1,},"
Lithuania,Slovakia,-1,-1,,,,lithuania,slovakia,-1,"""lithuania"": {""slovakia"":-1,},"
Lithuania,Albania,0,0,,,,lithuania,albania,0,"""lithuania"": {""albania"":0,},"
Lithuania,Armenia,0,0,,,,lithuania,armenia,0,"""lithuania"": {""armenia"":0.3,},"
Lithuania,Austria,2,2,,,,lithuania,austria,2,"""lithuania"": {""austria"":2,},"
Lithuania,Azerbaijan,6,6,,,,lithuania,azerbaijan,6,"""lithuania"": {""azerbaijan"":6.3,},"
Lithuania,Belarus,3,3,,,,lithuania,belarus,3,"""lithuania"": {""belarus"":2.8,},"
Lithuania,Belgium,2,2,,,,lithuania,belgium,2,"""lithuania"": {""belgium"":1.8,},"
Lithuania,Bosnia & Herzegovina,0,0,,,,lithuania,bosnia & herzegovina,0,"""lithuania"": {""bosnia & herzegovina"":0.3,},"
Lithuania,Bulgaria,0,0,,,,lithuania,bulgaria,0,"""lithuania"": {""bulgaria"":0,},"
Lithuania,Croatia,2,2,,,,lithuania,croatia,2,"""lithuania"": {""croatia"":1.5,},"
Lithuania,Cyprus,2,2,,,,lithuania,cyprus,2,"""lithuania"": {""cyprus"":1.7,},"
Lithuania,Denmark,2,2,,,,lithuania,denmark,2,"""lithuania"": {""denmark"":1.8,},"
Lithuania,Estonia,7,7,,,,lithuania,estonia,7,"""lithuania"": {""estonia"":6.9,},"
Lithuania,F.Y.R. Macedonia,0,0,,,,lithuania,f.y.r. macedonia,0,"""lithuania"": {""f.y.r. macedonia"":0,},"
Lithuania,Finland,2,2,,,,lithuania,finland,2,"""lithuania"": {""finland"":2,},"
Lithuania,France,2,2,,,,lithuania,france,2,"""lithuania"": {""france"":2.2,},"
Lithuania,Georgia,10,10,,,,lithuania,georgia,10,"""lithuania"": {""georgia"":9.8,},"
Lithuania,Germany,1,1,,,,lithuania,germany,1,"""lithuania"": {""germany"":1.1,},"
Lithuania,Greece,1,2,,,,lithuania,greece,2,"""lithuania"": {""greece"":1.5,},"
Lithuania,Hungary,2,2,,,,lithuania,hungary,2,"""lithuania"": {""hungary"":1.5,},"
Lithuania,Iceland,2,2,,,,lithuania,iceland,2,"""lithuania"": {""iceland"":1.6,},"
Lithuania,Ireland,2,2,,,,lithuania,ireland,2,"""lithuania"": {""ireland"":2,},"
Lithuania,Israel,1,1,,,,lithuania,israel,1,"""lithuania"": {""israel"":0.8,},"
Lithuania,Italy,4,4,,,,lithuania,italy,4,"""lithuania"": {""italy"":3.5,},"
Lithuania,Latvia,10,10,,,,lithuania,latvia,10,"""lithuania"": {""latvia"":10,},"
Lithuania,Malta,2,2,,,,lithuania,malta,2,"""lithuania"": {""malta"":1.8,},"
Lithuania,Moldova,2,2,,,,lithuania,moldova,2,"""lithuania"": {""moldova"":2,},"
Lithuania,Montenegro,0,0,,,,lithuania,montenegro,0,"""lithuania"": {""montenegro"":0,},"
Lithuania,Norway,3,3,,,,lithuania,norway,3,"""lithuania"": {""norway"":3.2,},"
Lithuania,Poland,3,3,,,,lithuania,poland,3,"""lithuania"": {""poland"":2.8,},"
Lithuania,Portugal,0,0,,,,lithuania,portugal,0,"""lithuania"": {""portugal"":0,},"
Lithuania,Romania,0,0,,,,lithuania,romania,0,"""lithuania"": {""romania"":0.3,},"
Lithuania,Russia,8,8,,,,lithuania,russia,8,"""lithuania"": {""russia"":7.5,},"
Lithuania,San Marino,0,0,,,,lithuania,san marino,0,"""lithuania"": {""san marino"":0,},"
Lithuania,Serbia,2,2,,,,lithuania,serbia,2,"""lithuania"": {""serbia"":1.7,},"
Lithuania,Slovenia,3,3,,,,lithuania,slovenia,3,"""lithuania"": {""slovenia"":2.5,},"
Lithuania,Spain,1,1,,,,lithuania,spain,1,"""lithuania"": {""spain"":0.9,},"
Lithuania,Sweden,3,3,,,,lithuania,sweden,3,"""lithuania"": {""sweden"":3.4,},"
Lithuania,Switzerland,2,2,,,,lithuania,switzerland,2,"""lithuania"": {""switzerland"":2,},"
Lithuania,The Netherlands,4,4,,,,lithuania,the netherlands,4,"""lithuania"": {""the netherlands"":4,},"
Lithuania,Turkey,1,1,,,,lithuania,turkey,1,"""lithuania"": {""turkey"":0.7,},"
Lithuania,U.K.,2,2,,,,lithuania,u.k.,2,"""lithuania"": {""u.k."":1.6,},"
Lithuania,Ukraine,5,6,,,,lithuania,ukraine,6,"""lithuania"": {""ukraine"":5.5,},"
Malta,Malta,-1,-1,,,,malta,malta,-1,"""malta"": {""malta"":-1,},"
Malta,Albania,2,2,,,,malta,albania,2,"""malta"": {""albania"":1.8,},"
Malta,Armenia,1,1,,,,malta,armenia,1,"""malta"": {""armenia"":1,},"
Malta,Austria,3,3,,,,malta,austria,3,"""malta"": {""austria"":2.6,},"
Malta,Azerbaijan,7,7,,,,malta,azerbaijan,7,"""malta"": {""azerbaijan"":7,},"
Malta,Belarus,3,3,,,,malta,belarus,3,"""malta"": {""belarus"":3,},"
Malta,Belgium,1,1,,,,malta,belgium,1,"""malta"": {""belgium"":1.3,},"
Malta,Bosnia & Herzegovina,0,0,,,,malta,bosnia & herzegovina,0,"""malta"": {""bosnia & herzegovina"":0.4,},"
Malta,Bulgaria,7,7,,,,malta,bulgaria,7,"""malta"": {""bulgaria"":7,},"
Malta,Croatia,4,4,,,,malta,croatia,4,"""malta"": {""croatia"":3.7,},"
Malta,Cyprus,4,4,,,,malta,cyprus,4,"""malta"": {""cyprus"":4,},"
Malta,Denmark,3,3,,,,malta,denmark,3,"""malta"": {""denmark"":3.4,},"
Malta,Estonia,2,2,,,,malta,estonia,2,"""malta"": {""estonia"":2.3,},"
Malta,F.Y.R. Macedonia,1,1,,,,malta,f.y.r. macedonia,1,"""malta"": {""f.y.r. macedonia"":0.8,},"
Malta,Finland,1,1,,,,malta,finland,1,"""malta"": {""finland"":0.9,},"
Malta,France,0,0,,,,malta,france,0,"""malta"": {""france"":0.2,},"
Malta,Georgia,1,1,,,,malta,georgia,1,"""malta"": {""georgia"":1,},"
Malta,Germany,1,1,,,,malta,germany,1,"""malta"": {""germany"":1.3,},"
Malta,Greece,4,4,,,,malta,greece,4,"""malta"": {""greece"":3.9,},"
Malta,Hungary,0,0,,,,malta,hungary,0,"""malta"": {""hungary"":0.3,},"
Malta,Iceland,3,3,,,,malta,iceland,3,"""malta"": {""iceland"":3.1,},"
Malta,Ireland,2,3,,,,malta,ireland,3,"""malta"": {""ireland"":2.5,},"
Malta,Israel,3,3,,,,malta,israel,3,"""malta"": {""israel"":2.6,},"
Malta,Italy,8,8,,,,malta,italy,8,"""malta"": {""italy"":8,},"
Malta,Latvia,4,4,,,,malta,latvia,4,"""malta"": {""latvia"":3.5,},"
Malta,Lithuania,1,1,,,,malta,lithuania,1,"""malta"": {""lithuania"":0.7,},"
Malta,Moldova,0,0,,,,malta,moldova,0,"""malta"": {""moldova"":0.3,},"
Malta,Montenegro,0,0,,,,malta,montenegro,0,"""malta"": {""montenegro"":0,},"
Malta,Norway,3,3,,,,malta,norway,3,"""malta"": {""norway"":2.6,},"
Malta,Poland,1,1,,,,malta,poland,1,"""malta"": {""poland"":1,},"
Malta,Portugal,0,0,,,,malta,portugal,0,"""malta"": {""portugal"":0.3,},"
Malta,Romania,3,3,,,,malta,romania,3,"""malta"": {""romania"":2.9,},"
Malta,Russia,3,3,,,,malta,russia,3,"""malta"": {""russia"":2.9,},"
Malta,San Marino,0,0,,,,malta,san marino,0,"""malta"": {""san marino"":0,},"
Malta,Serbia,3,3,,,,malta,serbia,3,"""malta"": {""serbia"":2.9,},"
Malta,Slovakia,4,4,,,,malta,slovakia,4,"""malta"": {""slovakia"":4,},"
Malta,Slovenia,1,1,,,,malta,slovenia,1,"""malta"": {""slovenia"":1.4,},"
Malta,Spain,2,2,,,,malta,spain,2,"""malta"": {""spain"":1.5,},"
Malta,Sweden,4,5,,,,malta,sweden,5,"""malta"": {""sweden"":4.5,},"
Malta,Switzerland,2,2,,,,malta,switzerland,2,"""malta"": {""switzerland"":1.8,},"
Malta,The Netherlands,3,3,,,,malta,the netherlands,3,"""malta"": {""the netherlands"":2.7,},"
Malta,Turkey,3,3,,,,malta,turkey,3,"""malta"": {""turkey"":2.8,},"
Malta,U.K.,5,5,,,,malta,u.k.,5,"""malta"": {""u.k."":4.6,},"
Malta,Ukraine,4,4,,,,malta,ukraine,4,"""malta"": {""ukraine"":3.8,},"
Moldova,Moldova,-1,-1,,,,moldova,moldova,-1,"""moldova"": {""moldova"":-1,},"
Moldova,Slovakia,-1,-1,,,,moldova,slovakia,-1,"""moldova"": {""slovakia"":-1,},"
Moldova,Albania,0,0,,,,moldova,albania,0,"""moldova"": {""albania"":0,},"
Moldova,Armenia,3,3,,,,moldova,armenia,3,"""moldova"": {""armenia"":3,},"
Moldova,Austria,4,4,,,,moldova,austria,4,"""moldova"": {""austria"":3.5,},"
Moldova,Azerbaijan,8,8,,,,moldova,azerbaijan,8,"""moldova"": {""azerbaijan"":7.6,},"
Moldova,Belarus,6,6,,,,moldova,belarus,6,"""moldova"": {""belarus"":5.5,},"
Moldova,Belgium,0,0,,,,moldova,belgium,0,"""moldova"": {""belgium"":0,},"
Moldova,Bosnia & Herzegovina,1,1,,,,moldova,bosnia & herzegovina,1,"""moldova"": {""bosnia & herzegovina"":0.6,},"
Moldova,Bulgaria,3,3,,,,moldova,bulgaria,3,"""moldova"": {""bulgaria"":3,},"
Moldova,Croatia,1,1,,,,moldova,croatia,1,"""moldova"": {""croatia"":0.5,},"
Moldova,Cyprus,0,0,,,,moldova,cyprus,0,"""moldova"": {""cyprus"":0,},"
Moldova,Denmark,1,1,,,,moldova,denmark,1,"""moldova"": {""denmark"":1.2,},"
Moldova,Estonia,4,4,,,,moldova,estonia,4,"""moldova"": {""estonia"":3.8,},"
Moldova,F.Y.R. Macedonia,0,0,,,,moldova,f.y.r. macedonia,0,"""moldova"": {""f.y.r. macedonia"":0,},"
Moldova,Finland,1,1,,,,moldova,finland,1,"""moldova"": {""finland"":0.9,},"
Moldova,France,0,0,,,,moldova,france,0,"""moldova"": {""france"":0.2,},"
Moldova,Georgia,4,4,,,,moldova,georgia,4,"""moldova"": {""georgia"":4.4,},"
Moldova,Germany,0,0,,,,moldova,germany,0,"""moldova"": {""germany"":0.2,},"
Moldova,Greece,2,2,,,,moldova,greece,2,"""moldova"": {""greece"":2.2,},"
Moldova,Hungary,1,1,,,,moldova,hungary,1,"""moldova"": {""hungary"":0.8,},"
Moldova,Iceland,0,0,,,,moldova,iceland,0,"""moldova"": {""iceland"":0.4,},"
Moldova,Ireland,0,0,,,,moldova,ireland,0,"""moldova"": {""ireland"":0,},"
Moldova,Israel,3,3,,,,moldova,israel,3,"""moldova"": {""israel"":2.6,},"
Moldova,Italy,1,1,,,,moldova,italy,1,"""moldova"": {""italy"":1.3,},"
Moldova,Latvia,3,3,,,,moldova,latvia,3,"""moldova"": {""latvia"":3,},"
Moldova,Lithuania,1,1,,,,moldova,lithuania,1,"""moldova"": {""lithuania"":0.7,},"
Moldova,Malta,0,0,,,,moldova,malta,0,"""moldova"": {""malta"":0,},"
Moldova,Montenegro,0,0,,,,moldova,montenegro,0,"""moldova"": {""montenegro"":0,},"
Moldova,Norway,3,3,,,,moldova,norway,3,"""moldova"": {""norway"":2.6,},"
Moldova,Poland,1,1,,,,moldova,poland,1,"""moldova"": {""poland"":1,},"
Moldova,Portugal,0,0,,,,moldova,portugal,0,"""moldova"": {""portugal"":0,},"
Moldova,Romania,11,11,,,,moldova,romania,11,"""moldova"": {""romania"":11.3,},"
Moldova,Russia,8,8,,,,moldova,russia,8,"""moldova"": {""russia"":8,},"
Moldova,San Marino,1,1,,,,moldova,san marino,1,"""moldova"": {""san marino"":1,},"
Moldova,Serbia,2,2,,,,moldova,serbia,2,"""moldova"": {""serbia"":1.7,},"
Moldova,Slovenia,0,0,,,,moldova,slovenia,0,"""moldova"": {""slovenia"":0,},"
Moldova,Spain,0,0,,,,moldova,spain,0,"""moldova"": {""spain"":0.4,},"
Moldova,Sweden,3,3,,,,moldova,sweden,3,"""moldova"": {""sweden"":3.1,},"
Moldova,Switzerland,0,0,,,,moldova,switzerland,0,"""moldova"": {""switzerland"":0,},"
Moldova,The Netherlands,0,0,,,,moldova,the netherlands,0,"""moldova"": {""the netherlands"":0,},"
Moldova,Turkey,0,0,,,,moldova,turkey,0,"""moldova"": {""turkey"":0.1,},"
Moldova,U.K.,1,1,,,,moldova,u.k.,1,"""moldova"": {""u.k."":0.5,},"
Moldova,Ukraine,8,8,,,,moldova,ukraine,8,"""moldova"": {""ukraine"":8,},"
Monaco,Azerbaijan,-1,-1,,,,monaco,azerbaijan,-1,"""monaco"": {""azerbaijan"":-1,},"
Monaco,Belarus,-1,-1,,,,monaco,belarus,-1,"""monaco"": {""belarus"":-1,},"
Monaco,Bulgaria,-1,-1,,,,monaco,bulgaria,-1,"""monaco"": {""bulgaria"":-1,},"
Monaco,Estonia,-1,-1,,,,monaco,estonia,-1,"""monaco"": {""estonia"":-1,},"
Monaco,Georgia,-1,-1,,,,monaco,georgia,-1,"""monaco"": {""georgia"":-1,},"
Monaco,Italy,-1,-1,,,,monaco,italy,-1,"""monaco"": {""italy"":-1,},"
Monaco,Montenegro,-1,-1,,,,monaco,montenegro,-1,"""monaco"": {""montenegro"":-1,},"
Monaco,Portugal,-1,-1,,,,monaco,portugal,-1,"""monaco"": {""portugal"":-1,},"
Monaco,San Marino,-1,-1,,,,monaco,san marino,-1,"""monaco"": {""san marino"":-1,},"
Monaco,Slovakia,-1,-1,,,,monaco,slovakia,-1,"""monaco"": {""slovakia"":-1,},"
Monaco,Slovenia,-1,-1,,,,monaco,slovenia,-1,"""monaco"": {""slovenia"":-1,},"
Monaco,Albania,0,0,,,,monaco,albania,0,"""monaco"": {""albania"":0,},"
Monaco,Armenia,0,0,,,,monaco,armenia,0,"""monaco"": {""armenia"":0,},"
Monaco,Austria,0,0,,,,monaco,austria,0,"""monaco"": {""austria"":0,},"
Monaco,Belgium,0,0,,,,monaco,belgium,0,"""monaco"": {""belgium"":0,},"
Monaco,Bosnia & Herzegovina,5,5,,,,monaco,bosnia & herzegovina,5,"""monaco"": {""bosnia & herzegovina"":5.3,},"
Monaco,Croatia,4,4,,,,monaco,croatia,4,"""monaco"": {""croatia"":3.7,},"
Monaco,Cyprus,1,1,,,,monaco,cyprus,1,"""monaco"": {""cyprus"":1,},"
Monaco,Denmark,5,5,,,,monaco,denmark,5,"""monaco"": {""denmark"":5,},"
Monaco,F.Y.R. Macedonia,0,0,,,,monaco,f.y.r. macedonia,0,"""monaco"": {""f.y.r. macedonia"":0.3,},"
Monaco,Finland,0,0,,,,monaco,finland,0,"""monaco"": {""finland"":0,},"
Monaco,France,5,5,,,,monaco,france,5,"""monaco"": {""france"":5,},"
Monaco,Germany,3,3,,,,monaco,germany,3,"""monaco"": {""germany"":3,},"
Monaco,Greece,3,3,,,,monaco,greece,3,"""monaco"": {""greece"":3.3,},"
Monaco,Hungary,0,0,,,,monaco,hungary,0,"""monaco"": {""hungary"":0,},"
Monaco,Iceland,5,5,,,,monaco,iceland,5,"""monaco"": {""iceland"":5,},"
Monaco,Ireland,5,5,,,,monaco,ireland,5,"""monaco"": {""ireland"":5,},"
Monaco,Israel,6,6,,,,monaco,israel,6,"""monaco"": {""israel"":6,},"
Monaco,Latvia,4,4,,,,monaco,latvia,4,"""monaco"": {""latvia"":4,},"
Monaco,Lithuania,7,7,,,,monaco,lithuania,7,"""monaco"": {""lithuania"":7,},"
Monaco,Malta,2,2,,,,monaco,malta,2,"""monaco"": {""malta"":1.7,},"
Monaco,Moldova,0,0,,,,monaco,moldova,0,"""monaco"": {""moldova"":0,},"
Monaco,Norway,0,0,,,,monaco,norway,0,"""monaco"": {""norway"":0.3,},"
Monaco,Poland,0,0,,,,monaco,poland,0,"""monaco"": {""poland"":0,},"
Monaco,Romania,1,1,,,,monaco,romania,1,"""monaco"": {""romania"":1.3,},"
Monaco,Russia,0,0,,,,monaco,russia,0,"""monaco"": {""russia"":0,},"
Monaco,Serbia,4,4,,,,monaco,serbia,4,"""monaco"": {""serbia"":3.5,},"
Monaco,Spain,1,1,,,,monaco,spain,1,"""monaco"": {""spain"":1,},"
Monaco,Sweden,3,3,,,,monaco,sweden,3,"""monaco"": {""sweden"":2.7,},"
Monaco,Switzerland,7,7,,,,monaco,switzerland,7,"""monaco"": {""switzerland"":7,},"
Monaco,The Netherlands,0,0,,,,monaco,the netherlands,0,"""monaco"": {""the netherlands"":0,},"
Monaco,Turkey,3,3,,,,monaco,turkey,3,"""monaco"": {""turkey"":2.7,},"
Monaco,U.K.,0,0,,,,monaco,u.k.,0,"""monaco"": {""u.k."":0,},"
Monaco,Ukraine,3,3,,,,monaco,ukraine,3,"""monaco"": {""ukraine"":2.7,},"
Montenegro,Montenegro,-1,-1,,,,montenegro,montenegro,-1,"""montenegro"": {""montenegro"":-1,},"
Montenegro,Slovakia,-1,-1,,,,montenegro,slovakia,-1,"""montenegro"": {""slovakia"":-1,},"
Montenegro,Albania,8,8,,,,montenegro,albania,8,"""montenegro"": {""albania"":8,},"
Montenegro,Armenia,2,2,,,,montenegro,armenia,2,"""montenegro"": {""armenia"":2.2,},"
Montenegro,Austria,2,2,,,,montenegro,austria,2,"""montenegro"": {""austria"":2,},"
Montenegro,Azerbaijan,5,5,,,,montenegro,azerbaijan,5,"""montenegro"": {""azerbaijan"":4.6,},"
Montenegro,Belarus,2,2,,,,montenegro,belarus,2,"""montenegro"": {""belarus"":2.3,},"
Montenegro,Belgium,0,0,,,,montenegro,belgium,0,"""montenegro"": {""belgium"":0,},"
Montenegro,Bosnia & Herzegovina,9,9,,,,montenegro,bosnia & herzegovina,9,"""montenegro"": {""bosnia & herzegovina"":8.8,},"
Montenegro,Bulgaria,5,5,,,,montenegro,bulgaria,5,"""montenegro"": {""bulgaria"":5,},"
Montenegro,Croatia,5,5,,,,montenegro,croatia,5,"""montenegro"": {""croatia"":5,},"
Montenegro,Cyprus,0,0,,,,montenegro,cyprus,0,"""montenegro"": {""cyprus"":0,},"
Montenegro,Denmark,2,2,,,,montenegro,denmark,2,"""montenegro"": {""denmark"":2,},"
Montenegro,Estonia,0,0,,,,montenegro,estonia,0,"""montenegro"": {""estonia"":0,},"
Montenegro,F.Y.R. Macedonia,9,9,,,,montenegro,f.y.r. macedonia,9,"""montenegro"": {""f.y.r. macedonia"":9,},"
Montenegro,Finland,0,0,,,,montenegro,finland,0,"""montenegro"": {""finland"":0,},"
Montenegro,France,0,0,,,,montenegro,france,0,"""montenegro"": {""france"":0.2,},"
Montenegro,Georgia,1,1,,,,montenegro,georgia,1,"""montenegro"": {""georgia"":0.7,},"
Montenegro,Germany,0,0,,,,montenegro,germany,0,"""montenegro"": {""germany"":0,},"
Montenegro,Greece,3,3,,,,montenegro,greece,3,"""montenegro"": {""greece"":2.7,},"
Montenegro,Hungary,3,3,,,,montenegro,hungary,3,"""montenegro"": {""hungary"":3,},"
Montenegro,Iceland,1,1,,,,montenegro,iceland,1,"""montenegro"": {""iceland"":1,},"
Montenegro,Ireland,0,0,,,,montenegro,ireland,0,"""montenegro"": {""ireland"":0,},"
Montenegro,Israel,5,5,,,,montenegro,israel,5,"""montenegro"": {""israel"":4.5,},"
Montenegro,Italy,5,5,,,,montenegro,italy,5,"""montenegro"": {""italy"":4.7,},"
Montenegro,Latvia,2,2,,,,montenegro,latvia,2,"""montenegro"": {""latvia"":1.5,},"
Montenegro,Lithuania,0,0,,,,montenegro,lithuania,0,"""montenegro"": {""lithuania"":0.3,},"
Montenegro,Malta,0,0,,,,montenegro,malta,0,"""montenegro"": {""malta"":0,},"
Montenegro,Moldova,2,2,,,,montenegro,moldova,2,"""montenegro"": {""moldova"":2,},"
Montenegro,Norway,3,3,,,,montenegro,norway,3,"""montenegro"": {""norway"":2.8,},"
Montenegro,Poland,2,2,,,,montenegro,poland,2,"""montenegro"": {""poland"":2,},"
Montenegro,Portugal,0,0,,,,montenegro,portugal,0,"""montenegro"": {""portugal"":0,},"
Montenegro,Romania,0,0,,,,montenegro,romania,0,"""montenegro"": {""romania"":0.2,},"
Montenegro,Russia,4,4,,,,montenegro,russia,4,"""montenegro"": {""russia"":4.2,},"
Montenegro,San Marino,0,0,,,,montenegro,san marino,0,"""montenegro"": {""san marino"":0,},"
Montenegro,Serbia,12,12,,,,montenegro,serbia,12,"""montenegro"": {""serbia"":12,},"
Montenegro,Slovenia,8,8,,,,montenegro,slovenia,8,"""montenegro"": {""slovenia"":8,},"
Montenegro,Spain,1,1,,,,montenegro,spain,1,"""montenegro"": {""spain"":0.7,},"
Montenegro,Sweden,2,2,,,,montenegro,sweden,2,"""montenegro"": {""sweden"":1.7,},"
Montenegro,Switzerland,5,5,,,,montenegro,switzerland,5,"""montenegro"": {""switzerland"":5,},"
Montenegro,The Netherlands,0,0,,,,montenegro,the netherlands,0,"""montenegro"": {""the netherlands"":0,},"
Montenegro,Turkey,1,1,,,,montenegro,turkey,1,"""montenegro"": {""turkey"":1,},"
Montenegro,U.K.,0,0,,,,montenegro,u.k.,0,"""montenegro"": {""u.k."":0,},"
Montenegro,Ukraine,2,2,,,,montenegro,ukraine,2,"""montenegro"": {""ukraine"":2.2,},"
Norway,Norway,-1,-1,,,,norway,norway,-1,"""norway"": {""norway"":-1,},"
Norway,Albania,1,1,,,,norway,albania,1,"""norway"": {""albania"":0.5,},"
Norway,Armenia,0,0,,,,norway,armenia,0,"""norway"": {""armenia"":0,},"
Norway,Austria,3,3,,,,norway,austria,3,"""norway"": {""austria"":3,},"
Norway,Azerbaijan,2,2,,,,norway,azerbaijan,2,"""norway"": {""azerbaijan"":2.4,},"
Norway,Belarus,0,0,,,,norway,belarus,0,"""norway"": {""belarus"":0,},"
Norway,Belgium,2,2,,,,norway,belgium,2,"""norway"": {""belgium"":1.8,},"
Norway,Bosnia & Herzegovina,4,4,,,,norway,bosnia & herzegovina,4,"""norway"": {""bosnia & herzegovina"":3.7,},"
Norway,Bulgaria,0,0,,,,norway,bulgaria,0,"""norway"": {""bulgaria"":0,},"
Norway,Croatia,2,2,,,,norway,croatia,2,"""norway"": {""croatia"":1.8,},"
Norway,Cyprus,1,1,,,,norway,cyprus,1,"""norway"": {""cyprus"":1,},"
Norway,Denmark,7,7,,,,norway,denmark,7,"""norway"": {""denmark"":7.1,},"
Norway,Estonia,3,3,,,,norway,estonia,3,"""norway"": {""estonia"":2.6,},"
Norway,F.Y.R. Macedonia,0,0,,,,norway,f.y.r. macedonia,0,"""norway"": {""f.y.r. macedonia"":0,},"
Norway,Finland,4,4,,,,norway,finland,4,"""norway"": {""finland"":4.2,},"
Norway,France,2,2,,,,norway,france,2,"""norway"": {""france"":2,},"
Norway,Georgia,0,0,,,,norway,georgia,0,"""norway"": {""georgia"":0.2,},"
Norway,Germany,2,2,,,,norway,germany,2,"""norway"": {""germany"":2,},"
Norway,Greece,1,1,,,,norway,greece,1,"""norway"": {""greece"":1.2,},"
Norway,Hungary,1,1,,,,norway,hungary,1,"""norway"": {""hungary"":1.3,},"
Norway,Iceland,6,6,,,,norway,iceland,6,"""norway"": {""iceland"":6.4,},"
Norway,Ireland,3,3,,,,norway,ireland,3,"""norway"": {""ireland"":2.7,},"
Norway,Israel,2,2,,,,norway,israel,2,"""norway"": {""israel"":1.8,},"
Norway,Italy,1,1,,,,norway,italy,1,"""norway"": {""italy"":0.8,},"
Norway,Latvia,4,4,,,,norway,latvia,4,"""norway"": {""latvia"":3.8,},"
Norway,Lithuania,2,2,,,,norway,lithuania,2,"""norway"": {""lithuania"":2,},"
Norway,Malta,3,3,,,,norway,malta,3,"""norway"": {""malta"":3.2,},"
Norway,Moldova,1,1,,,,norway,moldova,1,"""norway"": {""moldova"":0.5,},"
Norway,Montenegro,0,0,,,,norway,montenegro,0,"""norway"": {""montenegro"":0,},"
Norway,Poland,2,2,,,,norway,poland,2,"""norway"": {""poland"":1.6,},"
Norway,Portugal,1,1,,,,norway,portugal,1,"""norway"": {""portugal"":1.3,},"
Norway,Romania,2,2,,,,norway,romania,2,"""norway"": {""romania"":2.2,},"
Norway,Russia,3,3,,,,norway,russia,3,"""norway"": {""russia"":2.8,},"
Norway,San Marino,0,0,,,,norway,san marino,0,"""norway"": {""san marino"":0,},"
Norway,Serbia,5,5,,,,norway,serbia,5,"""norway"": {""serbia"":5.4,},"
Norway,Slovakia,0,0,,,,norway,slovakia,0,"""norway"": {""slovakia"":0,},"
Norway,Slovenia,0,0,,,,norway,slovenia,0,"""norway"": {""slovenia"":0,},"
Norway,Spain,0,0,,,,norway,spain,0,"""norway"": {""spain"":0.3,},"
